# This file contains a filtered version of the Human Interactome that includes
# only the yeast two-hybrd interactions ("Binary interactions").
# gene_ID_1	 gene_ID_2	data_source(s)
55726	79027	binary;literature
5879	7409	binary;literature;signaling
400	9648	binary;literature
54550	9513	binary;literature;signaling
27257	8409	binary;literature;signaling
10513	493861	binary;literature;signaling
140576	57402	binary;literature
2274	55422	binary;literature
1742	2904	binary;literature;signaling
2130	66036	binary;literature;signaling
6455	8312	binary;literature;signaling
1021	1031	binary;literature;signaling
56478	6310	binary;literature;signaling
4792	9883	binary;literature;signaling
2801	2874	binary;literature;signaling
126272	1937	binary;literature;signaling
1956	5753	binary;literature
2885	8664	binary;literature
57787	6794	binary;literature;kinase
55707	7186	binary;literature;signaling
2317	4690	binary;literature
157922	4086	binary;literature;signaling
3692	7466	binary;literature;signaling
55968	7415	binary;literature;signaling
10241	26994	binary;literature;signaling
7465	7529	binary;literature;signaling
117144	8911	binary;literature
10241	7755	binary;literature;signaling
11007	23641	binary;literature;signaling
27246	51619	binary;literature
51268	57489	binary;literature
5562	5571	binary;literature
9001	9551	binary;literature;signaling
3615	51588	binary;literature;signaling
744	9319	binary;literature
1207	6633	binary;literature
1385	5861	binary;literature;signaling
10725	9882	binary;literature;signaling
7322	9666	binary;literature
1822	863	binary;literature
54469	7186	binary;literature;signaling
1660	5970	binary;literature;signaling
10567	60491	binary;literature;signaling
4782	89882	binary;literature;signaling
3635	6464	binary;literature;signaling
2064	5788	binary;literature
200931	6310	binary;literature
1838	57596	binary;literature;signaling
7415	80700	binary;literature
4093	63891	binary;literature
10971	4217	binary;literature;signaling
54925	7572	binary;literature;signaling
10140	22955	binary;literature;signaling
51588	84557	binary;literature;signaling
55272	9404	binary;literature
23204	55294	binary;literature;signaling
23710	4986	binary;literature;signaling
140735	56906	binary;literature
5201	55791	binary;literature;signaling
5860	5860	binary;literature
23204	9513	binary;literature;signaling
2192	4089	binary;literature;signaling
4715	7324	binary;literature
10010	80149	binary;literature
55643	57473	binary;literature;signaling
1743	9853	binary;literature;signaling
23099	7186	binary;literature;signaling
10040	5822	binary;literature
7329	79753	binary;literature;signaling
1153	6310	binary;literature;signaling
1956	27	binary;literature
5050	55183	binary;literature
1956	5296	binary;literature;signaling
2099	5501	binary;literature
197	2885	binary;literature
51562	81565	binary;literature;signaling
5894	7534	binary;literature;signaling
11340	22803	binary;literature;signaling
3910	7157	binary;literature;signaling
10228	6810	binary;literature
2203	3312	binary;literature;signaling
2806	64429	binary;literature
11007	79088	binary;literature;signaling
6794	79155	binary;literature;signaling
23641	64376	binary;literature;signaling
26353	3316	binary;literature
10980	2197	binary;literature
29903	7157	binary;literature;signaling
196403	7322	binary;literature
56902	9905	binary;literature;signaling
4716	7248	binary;literature
10933	55257	binary;literature;signaling;complexes
10524	6303	binary;literature;signaling
10213	55041	binary;literature
4086	57154	binary;literature;signaling
2534	29934	binary;literature
23641	5682	binary;literature
10542	57562	binary;literature;signaling
79797	8572	binary;literature;signaling
6233	9802	binary;literature;signaling
56957	79155	binary;literature
2065	3718	binary;literature
2534	50807	binary;literature
1072	5337	binary;literature
1915	5790	binary;literature;signaling
2057	5788	binary;literature
5300	83637	binary;literature;signaling
51588	580	binary;literature;signaling
55297	55297	binary;literature
2670	5174	binary;literature;signaling
5315	93145	binary;literature;signaling
10484	22872	binary;literature
25843	57498	binary;literature;signaling
55729	84245	binary;literature
282991	55081	binary;literature
64753	8328	binary;literature;signaling
8743	8870	binary;literature
53826	60492	binary;literature;signaling
5770	6774	binary;literature
26088	6653	binary;literature;signaling
6449	84888	binary;literature
5464	9869	binary;literature;signaling
1398	9757	binary;literature
10190	10989	binary;literature;signaling
51132	51619	binary;literature
27095	79090	binary;literature
1952	4690	binary;literature
10899	27338	binary;literature
283518	91056	binary;literature
54550	825	binary;literature;signaling
8988	9869	binary;literature;signaling
2752	79666	binary;literature;signaling
2130	6160	binary;literature
6310	9798	binary;literature
51726	5764	binary;literature;signaling
1535	4188	binary;literature
1398	3400	binary;literature
5705	6095	binary;literature;signaling
4155	5594	binary;literature;signaling;kinase
2975	55147	binary;literature;signaling
2664	2794	binary;literature
1114	7343	binary;literature;signaling
4086	7508	binary;literature;signaling
2059	51168	binary;literature;signaling
1974	27250	binary;literature
5805	5805	binary;literature
7088	864	binary;literature;signaling
5501	7159	binary;literature;signaling
10971	6452	binary;literature;signaling
5499	6500	binary;literature
1937	51608	binary;literature;signaling
27185	58533	binary;literature
2885	441400	binary;literature
7531	994	binary;literature;signaling
5747	5770	binary;literature
4356	6326	binary;literature;signaling
10425	7332	binary;literature;signaling
8819	9541	binary;literature;signaling
440258	8975	binary;signaling
23404	79797	binary;literature;signaling
1499	7317	binary;literature
25	2550	binary;literature
23326	60496	binary;literature
5170	6446	binary;literature;signaling;kinase
10135	2678	binary;literature
1977	1981	binary;literature;signaling
112950	6640	binary;literature;signaling
10048	3689	binary;literature;signaling
60492	7083	binary;literature;signaling
51608	5589	binary;literature;signaling
55183	6811	binary;literature
56852	7329	binary;literature
151871	54819	binary;literature;signaling
4088	5097	binary;literature;signaling
112950	9796	binary;literature;signaling
22888	7415	binary;literature;signaling
55791	6606	binary;literature;signaling
30827	6908	binary;literature;signaling
2064	23371	binary;literature
27185	9782	binary;literature
55763	83540	binary;literature
6866	9737	binary;literature;signaling
10980	79641	binary;literature;signaling
115704	79873	binary;literature
23654	64218	binary;literature
53635	6709	binary;literature;signaling
55183	5873	binary;literature
331	55093	binary;literature;signaling
23647	84062	binary;literature
1915	5678	binary;literature;signaling
5595	5793	binary;literature
10746	4217	binary;literature;signaling
11189	7088	binary;literature;signaling
25788	84708	binary;literature;signaling
10513	5125	binary;literature;signaling
1742	23095	binary;literature;signaling
2885	81875	binary;literature
159195	29082	binary;literature
57787	79803	binary;literature
7088	9921	binary;literature;signaling
5335	9963	binary;literature
56893	6092	binary;literature;signaling
10617	9402	binary;literature;signaling
4131	8139	binary;literature
6047	7322	binary;literature
5782	7454	binary;literature;signaling
11161	8087	binary;literature
11184	5335	binary;literature
1407	4188	binary;literature;signaling
8161	9093	binary;literature;signaling
5054	7448	binary;literature;signaling
283987	3636	binary;literature
3836	6880	binary;literature;signaling
117144	30008	binary;literature;signaling
5093	5094	binary;literature;signaling
396	5879	binary;literature;signaling
2534	56165	binary;literature
1432	2038	binary;literature
3692	65109	binary;literature;signaling
23640	55791	binary;literature;signaling
22929	22929	binary;literature
58512	6714	binary;literature
2064	5296	binary;literature;signaling
79735	8887	binary;literature;signaling
4690	8506	binary;literature
10482	9775	binary;literature
23421	5720	binary;literature
2058	51497	binary;literature
25	3224	binary;literature
22843	27185	binary;literature
1843	997	binary;literature
11277	90410	binary;literature
24144	9738	binary;literature
11007	58500	binary;literature;signaling
6426	9541	binary;literature
26525	6498	binary;literature;signaling
22907	5933	binary;literature
51003	5717	binary;literature;signaling
151871	57326	binary;literature;signaling
55093	5805	binary;literature
57336	80021	binary;literature;signaling
55707	9111	binary;literature;signaling
2010	89885	binary;literature;signaling
2885	5530	binary;literature;signaling
138046	9513	binary;literature;signaling
27043	4093	binary;literature;signaling
3798	6453	binary;literature;signaling
10398	4627	binary;literature
4301	6714	binary;literature
1400	6362	binary;literature;signaling
10769	4356	binary;literature;signaling
4690	5027	binary;literature
1843	6502	binary;literature
2885	65220	binary;literature
51127	7323	binary;literature
1398	1785	binary;literature
25980	55837	binary;literature
25788	79090	binary;literature
10200	55183	binary;literature
27185	5536	binary;literature
58529	64750	binary;literature
57142	6714	binary;literature
23062	6272	binary;literature;signaling
23650	7329	binary;literature;signaling
3399	6929	binary;literature;signaling
1977	56478	binary;literature;signaling
30011	6452	binary;literature
1499	56998	binary;literature;signaling
10956	3091	binary;literature
4110	80306	binary;literature;signaling
26292	2661	binary;literature;signaling
1123	2975	binary;literature;signaling
3953	5795	binary;literature
5295	84062	binary;literature
26150	51669	binary;literature
4860	7157	binary;literature;signaling
2059	3689	binary;literature
6241	7251	binary;literature
1396	81552	binary;literature
55611	7322	binary;literature
10382	8874	binary;literature
5093	6428	binary;literature;signaling
1892	64750	binary;literature
154	6714	binary;literature;signaling
4905	5782	binary;literature
1759	6714	binary;literature;signaling
30008	55367	binary;literature;signaling
10445	65109	binary;literature;signaling
26959	5276	binary;literature
1021	1032	binary;literature
2669	9616	binary;literature
11074	7186	binary;literature;signaling
60491	9189	binary;literature;signaling
4188	6890	binary;literature;signaling
6453	9094	binary;literature;signaling
114034	333	binary;literature;signaling
2547	5826	binary;literature
54790	9882	binary;literature
84067	92840	binary;literature
5635	5635	binary;literature
5908	83593	binary;literature;signaling
8161	9581	binary;literature
3315	7157	binary;literature;signaling
1822	5684	binary;literature;signaling
1107	84103	binary;literature;signaling
4688	998	binary;literature;signaling
100131816	196403	binary;literature
112401	51619	binary;literature
4905	65991	binary;literature;signaling
57002	57562	binary;literature;signaling
27005	5394	binary;literature
1655	5290	binary;literature
645455	90060	binary;literature
26086	83878	binary;literature;signaling
10524	5775	binary;literature;signaling
25813	4223	binary;literature
2534	85358	binary;literature
170463	8861	binary;literature;signaling
56658	7335	binary;literature
4172	8317	binary;literature
2001	56893	binary;literature;signaling
23048	6643	binary;literature;signaling
51043	9402	binary;literature;signaling
10618	25	binary;literature
2885	6603	binary;literature
1488	8204	binary;literature;signaling
4690	91179	binary;literature
166	166	binary;literature
55143	7272	binary;literature;kinase
328	3304	binary;literature
25	57190	binary;literature
3910	6613	binary;literature;signaling
23136	25	binary;literature
65264	9666	binary;literature
2004	5295	binary;literature
390598	576	binary;signaling
578	598	binary;literature;signaling
51371	5689	binary;literature
4281	7321	binary;literature
23641	8204	binary;literature;signaling
342667	6310	binary;literature
334	57473	binary;literature;signaling
79444	836	binary;literature;signaling
4905	5796	binary;literature
23265	79882	binary;literature
10912	5796	binary;literature;signaling
1026	27231	binary;literature;signaling
2151	2885	binary;literature
56893	9240	binary;literature;signaling
3875	585	binary;literature
55252	55660	binary;literature
22899	25843	binary;literature;signaling
2661	7083	binary;literature;signaling
5621	5621	binary;literature
1191	27185	binary;literature
5201	57562	binary;literature;signaling
84466	9759	binary;literature;signaling
11007	9513	binary;literature;signaling
3397	8573	binary;literature;signaling
1891	1937	binary;literature;signaling
5050	9094	binary;literature;signaling
2801	5862	binary;literature;signaling
7414	79173	binary;literature;signaling
4436	84464	binary;literature
5163	6198	binary;literature
